Region,Block,Management,Site,Transect,Year,damsel,wrasse,parrotfish,grouper
A,Block 5,b,Site 2,Transect 3,2012,24,26,30,0
A,Block 5,b,Site 2,Transect 3,2013,35,0,21,0
A,Block 5,b,Site 2,Transect 3,2014,32,0,0,0
B,Block 1,a,Site 1,Transect 1,2000,0,17,28,1
B,Block 1,a,Site 1,Transect 1,2001,14,0,38,0
B,Block 1,a,Site 1,Transect 1,2002,12,0,0,0
B,Block 1,a,Site 1,Transect 1,2003,0,0,42,0
B,Block 1,a,Site 1,Transect 1,2004,0,8,46,0
B,Block 1,a,Site 1,Transect 1,2005,0,0,54,0
B,Block 1,a,Site 1,Transect 1,2006,3,0,40,0
B,Block 1,a,Site 1,Transect 1,2007,0,0,38,0
B,Block 1,a,Site 1,Transect 1,2008,10,13,56,0
B,Block 1,a,Site 1,Transect 1,2009,0,13,0,2
B,Block 1,a,Site 1,Transect 1,2010,22,18,40,0
B,Block 1,a,Site 1,Transect 1,2011,0,0,0,0
B,Block 1,a,Site 1,Transect 1,2012,7,0,56,1
B,Block 1,a,Site 1,Transect 1,2013,0,0,56,0
B,Block 1,a,Site 1,Transect 1,2014,5,0,41,0
B,Block 1,a,Site 1,Transect 2,2000,22,0,38,3
B,Block 1,a,Site 1,Transect 2,2001,11,0,0,0
B,Block 1,a,Site 1,Transect 2,2002,0,0,49,0
B,Block 1,a,Site 1,Transect 2,2003,0,0,32,6
B,Block 1,a,Site 1,Transect 2,2004,17,22,45,0
B,Block 1,a,Site 1,Transect 2,2005,0,0,57,1
B,Block 1,a,Site 1,Transect 2,2006,12,14,35,1
B,Block 1,a,Site 1,Transect 2,2007,17,0,30,2
B,Block 1,a,Site 1,Transect 2,2008,15,0,0,0
B,Block 1,a,Site 1,Transect 2,2009,0,16,28,0
B,Block 1,a,Site 1,Transect 2,2010,18,0,0,2
B,Block 1,a,Site 1,Transect 2,2011,22,0,31,0
B,Block 1,a,Site 1,Transect 2,2012,22,0,35,0
B,Block 1,a,Site 1,Transect 2,2013,21,0,45,0
B,Block 1,a,Site 1,Transect 2,2014,0,13,51,0
B,Block 1,a,Site 1,Transect 3,2000,20,0,37,2
B,Block 1,a,Site 1,Transect 3,2001,15,0,31,2
B,Block 1,a,Site 1,Transect 3,2002,0,0,37,3
B,Block 1,a,Site 1,Transect 3,2003,16,11,45,0
B,Block 1,a,Site 1,Transect 3,2004,7,0,57,0
B,Block 1,a,Site 1,Transect 3,2005,6,0,43,0
B,Block 1,a,Site 1,Transect 3,2006,6,3,62,0
B,Block 1,a,Site 1,Transect 3,2007,12,0,37,0
B,Block 1,a,Site 1,Transect 3,2008,13,12,36,2
B,Block 1,a,Site 1,Transect 3,2009,15,9,41,0
B,Block 1,a,Site 1,Transect 3,2010,0,0,0,2
B,Block 1,a,Site 1,Transect 3,2011,17,17,0,0
B,Block 1,a,Site 1,Transect 3,2012,0,0,40,0
B,Block 1,a,Site 1,Transect 3,2013,13,0,43,0
B,Block 1,a,Site 1,Transect 3,2014,0,0,58,0
B,Block 1,a,Site 2,Transect 1,2000,0,0,30,1
B,Block 1,a,Site 2,Transect 1,2001,20,0,32,4
B,Block 1,a,Site 2,Transect 1,2002,0,0,35,2
B,Block 1,a,Site 2,Transect 1,2003,12,9,37,1
B,Block 1,a,Site 2,Transect 1,2004,0,0,41,2
B,Block 1,a,Site 2,Transect 1,2005,17,18,32,2
B,Block 1,a,Site 2,Transect 1,2006,18,0,31,0
B,Block 1,a,Site 2,Transect 1,2007,24,0,35,1
B,Block 1,a,Site 2,Transect 1,2008,19,23,28,0
B,Block 1,a,Site 2,Transect 1,2009,20,0,32,5
B,Block 1,a,Site 2,Transect 1,2010,24,0,39,0
B,Block 1,a,Site 2,Transect 1,2011,0,21,44,1
B,Block 1,a,Site 2,Transect 1,2012,22,22,39,0
B,Block 1,a,Site 2,Transect 1,2013,20,0,35,1
B,Block 1,a,Site 2,Transect 1,2014,0,15,49,0
B,Block 1,a,Site 2,Transect 2,2000,0,11,39,0
B,Block 1,a,Site 2,Transect 2,2001,0,0,49,1
B,Block 1,a,Site 2,Transect 2,2002,10,0,45,1
B,Block 1,a,Site 2,Transect 2,2003,0,3,44,0
B,Block 1,a,Site 2,Transect 2,2004,0,0,0,0
B,Block 1,a,Site 2,Transect 2,2005,0,1,60,1
B,Block 1,a,Site 2,Transect 2,2006,1,0,51,0
B,Block 1,a,Site 2,Transect 2,2007,0,0,50,1
B,Block 1,a,Site 2,Transect 2,2008,7,0,42,0
B,Block 1,a,Site 2,Transect 2,2009,0,0,52,0
B,Block 1,a,Site 2,Transect 2,2010,0,0,47,0
B,Block 1,a,Site 2,Transect 2,2011,7,0,55,0
B,Block 1,a,Site 2,Transect 2,2012,0,0,50,0
B,Block 1,a,Site 2,Transect 2,2013,3,11,0,3
B,Block 1,a,Site 2,Transect 2,2014,0,0,43,0
B,Block 1,a,Site 2,Transect 3,2000,6,8,51,1
B,Block 1,a,Site 2,Transect 3,2001,5,4,64,0
B,Block 1,a,Site 2,Transect 3,2002,0,0,44,0
B,Block 1,a,Site 2,Transect 3,2003,5,4,49,0
B,Block 1,a,Site 2,Transect 3,2004,0,1,59,0
B,Block 1,a,Site 2,Transect 3,2005,0,0,53,0
B,Block 1,a,Site 2,Transect 3,2006,0,3,40,0
B,Block 1,a,Site 2,Transect 3,2007,8,6,51,0
B,Block 1,a,Site 2,Transect 3,2008,0,0,49,0
B,Block 1,a,Site 2,Transect 3,2009,11,8,42,0
B,Block 1,a,Site 2,Transect 3,2010,0,0,50,2
B,Block 1,a,Site 2,Transect 3,2011,0,0,60,0
B,Block 1,a,Site 2,Transect 3,2012,3,6,52,1
B,Block 1,a,Site 2,Transect 3,2013,7,10,52,0
B,Block 1,a,Site 2,Transect 3,2014,0,0,47,0
B,Block 1,b,Site 1,Transect 1,2000,16,19,28,1
B,Block 1,b,Site 1,Transect 1,2001,8,0,0,1
B,Block 1,b,Site 1,Transect 1,2002,17,0,0,0
B,Block 1,b,Site 1,Transect 1,2003,0,8,43,0
B,Block 1,b,Site 1,Transect 1,2004,0,8,0,0
B,Block 1,b,Site 1,Transect 1,2005,11,0,55,1
B,Block 1,b,Site 1,Transect 1,2006,0,19,34,1
B,Block 1,b,Site 1,Transect 1,2007,0,0,32,0
B,Block 1,b,Site 1,Transect 1,2008,23,22,0,2
B,Block 1,b,Site 1,Transect 1,2009,0,0,33,0
B,Block 1,b,Site 1,Transect 1,2010,18,0,37,1
B,Block 1,b,Site 1,Transect 1,2011,0,0,0,0
B,Block 1,b,Site 1,Transect 1,2012,17,0,42,0
B,Block 1,b,Site 1,Transect 1,2013,0,0,34,2
B,Block 1,b,Site 1,Transect 1,2014,17,0,47,0
B,Block 1,b,Site 1,Transect 2,2000,26,29,0,0
B,Block 1,b,Site 1,Transect 2,2001,15,18,38,2
B,Block 1,b,Site 1,Transect 2,2002,0,0,0,1
B,Block 1,b,Site 1,Transect 2,2003,12,0,54,2
B,Block 1,b,Site 1,Transect 2,2004,10,22,39,1
B,Block 1,b,Site 1,Transect 2,2005,19,0,52,0
B,Block 1,b,Site 1,Transect 2,2006,0,0,0,0
B,Block 1,b,Site 1,Transect 2,2007,24,0,34,1
B,Block 1,b,Site 1,Transect 2,2008,47,0,29,3
B,Block 1,b,Site 1,Transect 2,2009,31,0,20,0
B,Block 1,b,Site 1,Transect 2,2010,36,0,14,6
B,Block 1,b,Site 1,Transect 2,2011,0,0,41,0
B,Block 1,b,Site 1,Transect 2,2012,0,22,34,0
B,Block 1,b,Site 1,Transect 2,2013,32,0,21,4
B,Block 1,b,Site 1,Transect 2,2014,32,26,26,0
B,Block 1,b,Site 1,Transect 3,2000,0,0,0,0
B,Block 1,b,Site 1,Transect 3,2001,0,0,52,0
B,Block 1,b,Site 1,Transect 3,2002,15,0,42,2
B,Block 1,b,Site 1,Transect 3,2003,9,0,41,0
B,Block 1,b,Site 1,Transect 3,2004,7,12,40,2
B,Block 1,b,Site 1,Transect 3,2005,0,17,35,0
B,Block 1,b,Site 1,Transect 3,2006,0,0,0,0
B,Block 1,b,Site 1,Transect 3,2007,30,0,35,3
B,Block 1,b,Site 1,Transect 3,2008,0,27,30,3
B,Block 1,b,Site 1,Transect 3,2009,22,22,37,0
B,Block 1,b,Site 1,Transect 3,2010,0,14,34,2
B,Block 1,b,Site 1,Transect 3,2011,30,27,32,0
B,Block 1,b,Site 1,Transect 3,2012,0,0,38,3
B,Block 1,b,Site 1,Transect 3,2013,22,30,28,1
B,Block 1,b,Site 1,Transect 3,2014,26,26,39,0
B,Block 1,b,Site 2,Transect 1,2000,20,0,0,0
B,Block 1,b,Site 2,Transect 1,2001,30,16,32,4
B,Block 1,b,Site 2,Transect 1,2002,26,0,33,0
B,Block 1,b,Site 2,Transect 1,2003,17,0,41,0
B,Block 1,b,Site 2,Transect 1,2004,23,0,0,0
B,Block 1,b,Site 2,Transect 1,2005,23,27,33,0
B,Block 1,b,Site 2,Transect 1,2006,26,33,0,0
B,Block 1,b,Site 2,Transect 1,2007,0,0,22,0
B,Block 1,b,Site 2,Transect 1,2008,28,0,0,0
B,Block 1,b,Site 2,Transect 1,2009,0,31,24,3
B,Block 1,b,Site 2,Transect 1,2010,34,0,22,0
B,Block 1,b,Site 2,Transect 1,2011,0,0,28,0
B,Block 1,b,Site 2,Transect 1,2012,31,0,23,0
B,Block 1,b,Site 2,Transect 1,2013,0,0,19,0
B,Block 1,b,Site 2,Transect 1,2014,24,0,27,5
B,Block 1,b,Site 2,Transect 2,2000,13,0,38,0
B,Block 1,b,Site 2,Transect 2,2001,6,10,0,0
B,Block 1,b,Site 2,Transect 2,2002,13,0,0,2
B,Block 1,b,Site 2,Transect 2,2003,3,0,46,0
B,Block 1,b,Site 2,Transect 2,2004,0,3,60,0
B,Block 1,b,Site 2,Transect 2,2005,0,7,41,0
B,Block 1,b,Site 2,Transect 2,2006,0,0,55,0
B,Block 1,b,Site 2,Transect 2,2007,15,0,0,0
B,Block 1,b,Site 2,Transect 2,2008,0,0,39,0
B,Block 1,b,Site 2,Transect 2,2009,11,20,30,1
B,Block 1,b,Site 2,Transect 2,2010,20,0,31,0
B,Block 1,b,Site 2,Transect 2,2011,0,0,41,0
B,Block 1,b,Site 2,Transect 2,2012,10,0,0,0
B,Block 1,b,Site 2,Transect 2,2013,12,0,35,0
B,Block 1,b,Site 2,Transect 2,2014,0,0,34,0
B,Block 1,b,Site 2,Transect 3,2000,0,9,55,0
B,Block 1,b,Site 2,Transect 3,2001,0,0,0,1
B,Block 1,b,Site 2,Transect 3,2002,8,6,40,0
B,Block 1,b,Site 2,Transect 3,2003,2,0,62,0
B,Block 1,b,Site 2,Transect 3,2004,0,0,53,1
B,Block 1,b,Site 2,Transect 3,2005,6,5,41,0
B,Block 1,b,Site 2,Transect 3,2006,0,0,38,1
B,Block 1,b,Site 2,Transect 3,2007,8,21,38,0
B,Block 1,b,Site 2,Transect 3,2008,14,0,37,2
B,Block 1,b,Site 2,Transect 3,2009,21,0,45,0
B,Block 1,b,Site 2,Transect 3,2010,12,0,32,0
B,Block 1,b,Site 2,Transect 3,2011,0,0,45,0
B,Block 1,b,Site 2,Transect 3,2012,0,0,49,0
B,Block 1,b,Site 2,Transect 3,2013,17,0,36,0
B,Block 1,b,Site 2,Transect 3,2014,7,12,0,4
B,Block 2,a,Site 1,Transect 1,2000,0,0,25,0
B,Block 2,a,Site 1,Transect 1,2001,0,0,24,0
B,Block 2,a,Site 1,Transect 1,2002,28,25,28,2
B,Block 2,a,Site 1,Transect 1,2003,0,0,20,2
B,Block 2,a,Site 1,Transect 1,2004,0,26,24,0
B,Block 2,a,Site 1,Transect 1,2005,0,18,0,0
B,Block 2,a,Site 1,Transect 1,2006,20,25,39,0
B,Block 2,a,Site 1,Transect 1,2007,0,0,0,1
B,Block 2,a,Site 1,Transect 1,2008,0,0,25,3
B,Block 2,a,Site 1,Transect 1,2009,34,38,32,2
B,Block 2,a,Site 1,Transect 1,2010,20,30,30,0
B,Block 2,a,Site 1,Transect 1,2011,0,0,0,2
B,Block 2,a,Site 1,Transect 1,2012,22,22,0,0
B,Block 2,a,Site 1,Transect 1,2013,0,0,26,0
B,Block 2,a,Site 1,Transect 1,2014,18,0,44,2
B,Block 2,a,Site 1,Transect 2,2000,28,0,28,0
B,Block 2,a,Site 1,Transect 2,2001,0,0,34,0
B,Block 2,a,Site 1,Transect 2,2002,26,27,0,0
B,Block 2,a,Site 1,Transect 2,2003,0,0,32,0
B,Block 2,a,Site 1,Transect 2,2004,0,11,38,0
B,Block 2,a,Site 1,Transect 2,2005,16,0,0,0
B,Block 2,a,Site 1,Transect 2,2006,0,0,37,0
B,Block 2,a,Site 1,Transect 2,2007,26,0,37,0
B,Block 2,a,Site 1,Transect 2,2008,NA,19,23,0
B,Block 2,a,Site 1,Transect 2,2009,0,21,24,3
B,Block 2,a,Site 1,Transect 2,2010,0,0,24,3
B,Block 2,a,Site 1,Transect 2,2011,27,0,0,0
B,Block 2,a,Site 1,Transect 2,2012,20,0,0,0
B,Block 2,a,Site 1,Transect 2,2013,0,0,0,0
B,Block 2,a,Site 1,Transect 2,2014,22,0,48,0
B,Block 2,a,Site 1,Transect 3,2000,14,0,37,0
B,Block 2,a,Site 1,Transect 3,2001,0,0,35,0
B,Block 2,a,Site 1,Transect 3,2002,28,0,44,2
B,Block 2,a,Site 1,Transect 3,2003,0,0,48,1
B,Block 2,a,Site 1,Transect 3,2004,9,16,0,1
B,Block 2,a,Site 1,Transect 3,2005,0,0,54,0
B,Block 2,a,Site 1,Transect 3,2006,12,0,0,1
B,Block 2,a,Site 1,Transect 3,2007,16,0,34,2
B,Block 2,a,Site 1,Transect 3,2008,20,18,45,1
B,Block 2,a,Site 1,Transect 3,2009,20,0,37,0
B,Block 2,a,Site 1,Transect 3,2010,0,0,38,2
B,Block 2,a,Site 1,Transect 3,2011,11,22,35,0
B,Block 2,a,Site 1,Transect 3,2012,0,0,41,1
B,Block 2,a,Site 1,Transect 3,2013,20,0,41,0
B,Block 2,a,Site 1,Transect 3,2014,8,0,43,0
B,Block 2,a,Site 2,Transect 1,2000,34,35,22,0
B,Block 2,a,Site 2,Transect 1,2001,32,0,27,0
B,Block 2,a,Site 2,Transect 1,2002,39,0,0,0
B,Block 2,a,Site 2,Transect 1,2003,23,0,0,0
B,Block 2,a,Site 2,Transect 1,2004,0,20,0,0
B,Block 2,a,Site 2,Transect 1,2005,19,21,32,0
B,Block 2,a,Site 2,Transect 1,2006,27,0,34,0
B,Block 2,a,Site 2,Transect 1,2007,31,40,27,0
B,Block 2,a,Site 2,Transect 1,2008,0,30,30,0
B,Block 2,a,Site 2,Transect 1,2009,24,37,33,0
B,Block 2,a,Site 2,Transect 1,2010,0,29,0,0
B,Block 2,a,Site 2,Transect 1,2011,0,0,24,0
B,Block 2,a,Site 2,Transect 1,2012,0,0,22,0
B,Block 2,a,Site 2,Transect 1,2013,28,0,23,2
B,Block 2,a,Site 2,Transect 1,2014,26,0,0,0
B,Block 2,a,Site 2,Transect 2,2000,22,0,34,0
B,Block 2,a,Site 2,Transect 2,2001,0,17,31,2
B,Block 2,a,Site 2,Transect 2,2002,26,0,24,0
B,Block 2,a,Site 2,Transect 2,2003,0,15,37,0
B,Block 2,a,Site 2,Transect 2,2004,0,16,38,1
B,Block 2,a,Site 2,Transect 2,2005,18,0,0,1
B,Block 2,a,Site 2,Transect 2,2006,10,10,37,1
B,Block 2,a,Site 2,Transect 2,2007,11,0,33,0
B,Block 2,a,Site 2,Transect 2,2008,11,0,37,0
B,Block 2,a,Site 2,Transect 2,2009,21,27,33,0
B,Block 2,a,Site 2,Transect 2,2010,22,0,35,0
B,Block 2,a,Site 2,Transect 2,2011,23,0,30,4
B,Block 2,a,Site 2,Transect 2,2012,12,0,34,2
B,Block 2,a,Site 2,Transect 2,2013,17,0,40,0
B,Block 2,a,Site 2,Transect 2,2014,0,21,39,1
B,Block 2,a,Site 2,Transect 3,2000,0,40,0,0
B,Block 2,a,Site 2,Transect 3,2001,0,0,25,1
B,Block 2,a,Site 2,Transect 3,2002,0,0,19,5
B,Block 2,a,Site 2,Transect 3,2003,0,0,0,0
B,Block 2,a,Site 2,Transect 3,2004,0,24,37,1
B,Block 2,a,Site 2,Transect 3,2005,19,0,31,0
B,Block 2,a,Site 2,Transect 3,2006,0,26,34,4
B,Block 2,a,Site 2,Transect 3,2007,34,37,0,0
B,Block 2,a,Site 2,Transect 3,2008,32,42,26,0
B,Block 2,a,Site 2,Transect 3,2009,0,0,32,0
B,Block 2,a,Site 2,Transect 3,2010,29,37,25,0
B,Block 2,a,Site 2,Transect 3,2011,23,0,22,0
B,Block 2,a,Site 2,Transect 3,2012,0,0,32,2
B,Block 2,a,Site 2,Transect 3,2013,30,0,0,2
B,Block 2,a,Site 2,Transect 3,2014,23,0,32,2
B,Block 2,b,Site 1,Transect 1,2000,0,28,34,3
B,Block 2,b,Site 1,Transect 1,2001,28,0,35,0
B,Block 2,b,Site 1,Transect 1,2002,37,26,29,0
B,Block 2,b,Site 1,Transect 1,2003,21,0,25,0
B,Block 2,b,Site 1,Transect 1,2004,0,31,21,0
B,Block 2,b,Site 1,Transect 1,2005,30,0,0,0
B,Block 2,b,Site 1,Transect 1,2006,0,31,15,0
B,Block 2,b,Site 1,Transect 1,2007,47,34,17,5
B,Block 2,b,Site 1,Transect 1,2008,35,0,0,0
B,Block 2,b,Site 1,Transect 1,2009,32,54,18,0
B,Block 2,b,Site 1,Transect 1,2010,0,36,18,7
B,Block 2,b,Site 1,Transect 1,2011,33,0,27,3
B,Block 2,b,Site 1,Transect 1,2012,0,0,0,0
B,Block 2,b,Site 1,Transect 1,2013,35,0,18,0
B,Block 2,b,Site 1,Transect 1,2014,42,0,23,0
B,Block 2,b,Site 1,Transect 2,2000,0,0,0,2
B,Block 2,b,Site 1,Transect 2,2001,16,0,41,0
B,Block 2,b,Site 1,Transect 2,2002,28,24,0,0
B,Block 2,b,Site 1,Transect 2,2003,28,0,0,0
B,Block 2,b,Site 1,Transect 2,2004,0,0,0,3
B,Block 2,b,Site 1,Transect 2,2005,20,26,41,6
B,Block 2,b,Site 1,Transect 2,2006,34,29,32,4
B,Block 2,b,Site 1,Transect 2,2007,0,0,0,4
B,Block 2,b,Site 1,Transect 2,2008,0,0,34,5
B,Block 2,b,Site 1,Transect 2,2009,0,0,19,4
B,Block 2,b,Site 1,Transect 2,2010,42,0,16,0
B,Block 2,b,Site 1,Transect 2,2011,0,0,26,0
B,Block 2,b,Site 1,Transect 2,2012,27,21,29,0
B,Block 2,b,Site 1,Transect 2,2013,0,32,15,5
B,Block 2,b,Site 1,Transect 2,2014,34,0,18,0
B,Block 2,b,Site 1,Transect 3,2000,29,21,37,0
B,Block 2,b,Site 1,Transect 3,2001,17,0,0,0
B,Block 2,b,Site 1,Transect 3,2002,23,25,0,3
B,Block 2,b,Site 1,Transect 3,2003,8,0,34,0
B,Block 2,b,Site 1,Transect 3,2004,11,0,39,2
B,Block 2,b,Site 1,Transect 3,2005,0,16,0,0
B,Block 2,b,Site 1,Transect 3,2006,0,37,27,2
B,Block 2,b,Site 1,Transect 3,2007,22,27,21,0
B,Block 2,b,Site 1,Transect 3,2008,21,34,34,0
B,Block 2,b,Site 1,Transect 3,2009,31,0,0,0
B,Block 2,b,Site 1,Transect 3,2010,0,40,25,2
B,Block 2,b,Site 1,Transect 3,2011,35,0,0,1
B,Block 2,b,Site 1,Transect 3,2012,0,0,40,0
B,Block 2,b,Site 1,Transect 3,2013,26,0,0,2
B,Block 2,b,Site 1,Transect 3,2014,0,27,32,0
B,Block 2,b,Site 2,Transect 1,2000,34,0,18,0
B,Block 2,b,Site 2,Transect 1,2001,24,0,30,0
B,Block 2,b,Site 2,Transect 1,2002,33,0,22,0
B,Block 2,b,Site 2,Transect 1,2003,19,0,37,0
B,Block 2,b,Site 2,Transect 1,2004,23,0,33,2
B,Block 2,b,Site 2,Transect 1,2005,0,0,0,3
B,Block 2,b,Site 2,Transect 1,2006,42,0,17,0
B,Block 2,b,Site 2,Transect 1,2007,0,0,29,7
B,Block 2,b,Site 2,Transect 1,2008,30,0,23,0
B,Block 2,b,Site 2,Transect 1,2009,28,38,25,0
B,Block 2,b,Site 2,Transect 1,2010,0,35,0,4
B,Block 2,b,Site 2,Transect 1,2011,32,36,16,0
B,Block 2,b,Site 2,Transect 1,2012,32,0,26,0
B,Block 2,b,Site 2,Transect 1,2013,35,37,17,3
B,Block 2,b,Site 2,Transect 1,2014,0,33,15,0
B,Block 2,b,Site 2,Transect 2,2000,0,24,0,3
B,Block 2,b,Site 2,Transect 2,2001,17,0,40,0
B,Block 2,b,Site 2,Transect 2,2002,0,0,35,0
B,Block 2,b,Site 2,Transect 2,2003,0,10,37,0
B,Block 2,b,Site 2,Transect 2,2004,0,9,42,0
B,Block 2,b,Site 2,Transect 2,2005,8,0,32,0
B,Block 2,b,Site 2,Transect 2,2006,NA,0,42,0
B,Block 2,b,Site 2,Transect 2,2007,22,0,32,0
B,Block 2,b,Site 2,Transect 2,2008,0,0,23,0
B,Block 2,b,Site 2,Transect 2,2009,31,0,23,0
B,Block 2,b,Site 2,Transect 2,2010,0,35,23,0
B,Block 2,b,Site 2,Transect 2,2011,30,0,35,0
B,Block 2,b,Site 2,Transect 2,2012,23,27,42,0
B,Block 2,b,Site 2,Transect 2,2013,0,29,30,0
B,Block 2,b,Site 2,Transect 2,2014,0,0,23,0
B,Block 2,b,Site 2,Transect 3,2000,28,0,0,3
B,Block 2,b,Site 2,Transect 3,2001,28,0,28,0
B,Block 2,b,Site 2,Transect 3,2002,31,0,27,0
B,Block 2,b,Site 2,Transect 3,2003,15,19,49,4
B,Block 2,b,Site 2,Transect 3,2004,0,31,39,0
B,Block 2,b,Site 2,Transect 3,2005,34,27,28,0
B,Block 2,b,Site 2,Transect 3,2006,39,0,17,0
B,Block 2,b,Site 2,Transect 3,2007,0,0,0,0
B,Block 2,b,Site 2,Transect 3,2008,0,0,13,0
B,Block 2,b,Site 2,Transect 3,2009,41,0,0,6
B,Block 2,b,Site 2,Transect 3,2010,36,0,20,3
B,Block 2,b,Site 2,Transect 3,2011,37,0,20,0
B,Block 2,b,Site 2,Transect 3,2012,0,0,22,1
B,Block 2,b,Site 2,Transect 3,2013,43,32,0,5
B,Block 2,b,Site 2,Transect 3,2014,44,28,0,0
B,Block 3,a,Site 1,Transect 1,2000,43,0,0,3
B,Block 3,a,Site 1,Transect 1,2001,35,42,23,3
B,Block 3,a,Site 1,Transect 1,2002,0,48,14,0
B,Block 3,a,Site 1,Transect 1,2003,42,32,0,2
B,Block 3,a,Site 1,Transect 1,2004,36,0,24,0
B,Block 3,a,Site 1,Transect 1,2005,36,0,0,0
B,Block 3,a,Site 1,Transect 1,2006,0,0,0,2
B,Block 3,a,Site 1,Transect 1,2007,27,48,11,0
B,Block 3,a,Site 1,Transect 1,2008,41,0,17,6
B,Block 3,a,Site 1,Transect 1,2009,51,0,0,0
B,Block 3,a,Site 1,Transect 1,2010,38,44,14,5
B,Block 3,a,Site 1,Transect 1,2011,37,45,15,0
B,Block 3,a,Site 1,Transect 1,2012,33,26,20,1
B,Block 3,a,Site 1,Transect 1,2013,34,0,16,0
B,Block 3,a,Site 1,Transect 1,2014,34,39,0,2
B,Block 3,a,Site 1,Transect 2,2000,0,0,18,2
B,Block 3,a,Site 1,Transect 2,2001,0,0,26,0
B,Block 3,a,Site 1,Transect 2,2002,39,28,0,0
B,Block 3,a,Site 1,Transect 2,2003,0,28,33,0
B,Block 3,a,Site 1,Transect 2,2004,0,0,38,0
B,Block 3,a,Site 1,Transect 2,2005,0,24,28,2
B,Block 3,a,Site 1,Transect 2,2006,0,22,22,0
B,Block 3,a,Site 1,Transect 2,2007,27,0,24,0
B,Block 3,a,Site 1,Transect 2,2008,24,0,26,0
B,Block 3,a,Site 1,Transect 2,2009,35,0,22,0
B,Block 3,a,Site 1,Transect 2,2010,34,0,27,0
B,Block 3,a,Site 1,Transect 2,2011,0,31,0,5
B,Block 3,a,Site 1,Transect 2,2012,29,0,37,5
B,Block 3,a,Site 1,Transect 2,2013,34,38,38,0
B,Block 3,a,Site 1,Transect 2,2014,20,0,37,0
B,Block 3,a,Site 1,Transect 3,2000,4,0,56,0
B,Block 3,a,Site 1,Transect 3,2001,6,2,67,0
B,Block 3,a,Site 1,Transect 3,2002,13,7,58,0
B,Block 3,a,Site 1,Transect 3,2003,0,0,51,0
B,Block 3,a,Site 1,Transect 3,2004,0,0,64,0
B,Block 3,a,Site 1,Transect 3,2005,0,0,49,0
B,Block 3,a,Site 1,Transect 3,2006,0,1,58,0
B,Block 3,a,Site 1,Transect 3,2007,0,0,50,0
B,Block 3,a,Site 1,Transect 3,2008,0,0,57,0
B,Block 3,a,Site 1,Transect 3,2009,0,0,0,0
B,Block 3,a,Site 1,Transect 3,2010,6,10,0,0
B,Block 3,a,Site 1,Transect 3,2011,6,5,49,0
B,Block 3,a,Site 1,Transect 3,2012,2,0,58,0
B,Block 3,a,Site 1,Transect 3,2013,0,0,51,0
B,Block 3,a,Site 1,Transect 3,2014,0,1,51,0
B,Block 3,a,Site 2,Transect 1,2000,32,35,26,4
B,Block 3,a,Site 2,Transect 1,2001,21,0,29,0
B,Block 3,a,Site 2,Transect 1,2002,0,28,26,3
B,Block 3,a,Site 2,Transect 1,2003,22,0,0,0
B,Block 3,a,Site 2,Transect 1,2004,22,0,31,0
B,Block 3,a,Site 2,Transect 1,2005,NA,NA,46,1
B,Block 3,a,Site 2,Transect 1,2006,0,23,42,0
B,Block 3,a,Site 2,Transect 1,2007,27,31,17,0
B,Block 3,a,Site 2,Transect 1,2008,0,0,32,0
B,Block 3,a,Site 2,Transect 1,2009,0,0,23,0
B,Block 3,a,Site 2,Transect 1,2010,32,0,0,4
B,Block 3,a,Site 2,Transect 1,2011,0,0,26,0
B,Block 3,a,Site 2,Transect 1,2012,24,0,23,7
B,Block 3,a,Site 2,Transect 1,2013,33,0,32,0
B,Block 3,a,Site 2,Transect 1,2014,22,0,26,0
B,Block 3,a,Site 2,Transect 2,2000,0,22,35,0
B,Block 3,a,Site 2,Transect 2,2001,16,0,34,0
B,Block 3,a,Site 2,Transect 2,2002,20,22,36,4
B,Block 3,a,Site 2,Transect 2,2003,0,0,42,0
B,Block 3,a,Site 2,Transect 2,2004,0,0,34,2
B,Block 3,a,Site 2,Transect 2,2005,0,0,43,0
B,Block 3,a,Site 2,Transect 2,2006,11,0,46,0
B,Block 3,a,Site 2,Transect 2,2007,20,0,41,0
B,Block 3,a,Site 2,Transect 2,2008,0,14,40,0
B,Block 3,a,Site 2,Transect 2,2009,17,22,38,2
B,Block 3,a,Site 2,Transect 2,2010,0,17,35,3
B,Block 3,a,Site 2,Transect 2,2011,0,10,0,0
B,Block 3,a,Site 2,Transect 2,2012,13,0,41,0
B,Block 3,a,Site 2,Transect 2,2013,15,0,39,0
B,Block 3,a,Site 2,Transect 2,2014,0,0,41,0
B,Block 3,a,Site 2,Transect 3,2000,21,26,28,0
B,Block 3,a,Site 2,Transect 3,2001,15,0,34,2
B,Block 3,a,Site 2,Transect 3,2002,0,25,36,4
B,Block 3,a,Site 2,Transect 3,2003,0,0,0,3
B,Block 3,a,Site 2,Transect 3,2004,19,0,47,0
B,Block 3,a,Site 2,Transect 3,2005,0,0,44,2
B,Block 3,a,Site 2,Transect 3,2006,0,18,43,0
B,Block 3,a,Site 2,Transect 3,2007,16,25,39,0
B,Block 3,a,Site 2,Transect 3,2008,19,0,36,0
B,Block 3,a,Site 2,Transect 3,2009,16,19,34,0
B,Block 3,a,Site 2,Transect 3,2010,22,0,39,0
B,Block 3,a,Site 2,Transect 3,2011,0,0,42,0
